
# =====================================
# FECHA: 27/05/2026 13:49 PM
# =====================================
24.5 49.6 776.23 0.0 1306.0
24.5 49.7 776.2 0.0 1302.0
24.5 49.6 776.23 0.0 1314.0
24.5 49.7 776.21 0.0 1314.0
24.5 49.6 776.21 0.0 1335.0
24.5 49.7 776.2 0.0 1303.0
24.5 49.6 776.21 0.0 1315.0
24.5 49.7 776.23 0.0 1307.0
24.5 49.7 776.23 0.0 1313.0
24.5 49.6 776.23 0.0 1309.0
24.5 49.7 776.21 0.0 1317.0
24.5 49.6 776.24 0.0 1328.0
24.5 49.6 776.21 0.0 1327.0
24.5 49.2 776.22 0.0 1364.0
24.4 48.9 776.23 0.0 1322.0
24.4 48.9 776.19 0.0 1323.0
24.5 48.9 776.2 0.0 1319.0

# =====================================
# FECHA: 27/05/2026 14:26 PM
# =====================================
24.5 49.0 776.21 0.0 1328.0
24.5 49.1 776.21 0.0 1323.0
24.5 49.2 776.21 0.0 1326.0
24.5 49.2 776.2 0.0 1322.0
24.5 49.1 776.21 0.0 1328.0
24.5 49.0 776.19 0.0 1337.0
24.5 49.2 776.22 0.0 1321.0
24.5 49.3 776.23 0.0 1330.0
24.5 49.2 776.23 0.0 1328.0
24.5 49.2 776.19 0.0 1317.0
24.5 49.2 776.21 0.0 1327.0
24.5 49.2 776.2 0.0 1328.0
24.5 49.1 776.19 0.0 1328.0
24.5 49.1 776.16 0.0 1324.0
24.5 49.1 776.2 0.0 1328.0
24.5 49.1 776.18 0.0 1330.0
24.4 49.2 776.21 0.0 1342.0
24.5 49.2 776.16 0.0 1339.0
24.5 49.1 776.18 0.0 1343.0
24.5 49.2 776.19 0.0 1344.0
24.5 49.3 776.17 0.0 1334.0
24.5 49.4 776.16 0.0 1342.0
24.5 49.6 776.19 0.0 1380.0
24.5 49.5 776.15 0.0 1346.0
24.5 49.6 776.17 0.0 1339.0
24.5 49.6 776.15 0.0 1329.0
24.4 49.8 776.16 0.0 1235.0
24.5 49.7 776.13 0.0 1335.0
24.5 49.6 776.19 0.0 1322.0
